RV Estimator,RMSE,R2_oos,DM_pval
GK,3.3679777580091,0.04133270384529686,0.4117972618951029
PARKINSON,3.3640594808760276,0.04356201732445253,0.3913562654569327
CC,3.3861128777235248,0.03122775374696496,0.5679410759991217
